dataset_name,workload_name,query_strata_summary,pareto_rank,is_knee,schema_name,schema_path,score,avg_latency_ms,build_time_ms,memory_mb,memory_estimate_bytes,imbalance_penalty,leaf_occupancy_p90,empty_child_ratio,mean_tight_bounds_volume_ratio,micro_indexed_leaves,micro_indexed_points,p95_latency_ms,throughput_qps,backend,gpu_support_status,knn_backend,cuda_builder,is_baseline,conditional_levels,condition_fields,active_structure_types,nested_active_fraction,confirm_seeds_used,latency_mean_ms,latency_ci_low_ms,latency_ci_high_ms,p95_latency_mean_ms,p95_latency_ci_low_ms,p95_latency_ci_high_ms,gpu_build_mean_ms,gpu_build_ci_low_ms,gpu_build_ci_high_ms,lambda_latency,lambda_build,lambda_memory,lambda_imbalance,score_objective,score_mode,score_stage,score_is_final_latency,effective_queries,score_uses_visit_proxy,visit_proxy_alpha,measurement_repeats,latency_stddev_ms,latency_cv,latency_repeat_ci_low_ms,latency_repeat_ci_high_ms,ranking_confident,estimated_query_cost
5M,pipeline_replay,knn|q=1000|avg_ms=0.0050461|p95_ms=0.0063|visited=32.864|tested=298.583;radius|q=2000|avg_ms=0.0029253|p95_ms=0.004|visited=36.998|tested=392.32,0,1,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,0.003632,0.003632,6538.105900,81.893402,85871456,2.351821,213.000000,0.011324,0.022694,0,0,0.005800,275312.709352,cpu,full,cpu_tree_knn,,0,0,0,1,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,latency,latency,final,1,3000,0,0.100000,1,0.000000,0.000000,0.003632,0.003632,1,136.656450
