dataset_name,dataset_source,schema_name,schema_path,workload_name,score_stage,query_id,query_type,query_stratum,bounds_min_x,bounds_min_y,bounds_min_z,bounds_max_x,bounds_max_y,bounds_max_z,center_x,center_y,center_z,radius,k,latency_ms,visited_nodes,tested_points,returned_points,fully_contained_nodes,visited_by_depth,visited_by_structure,tested_points_by_structure,fully_contained_by_structure,backend,query_seed
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1341,radius,radius,,,,,,,2149.017151,223.188965,469.024993,3.212348,0,0.002700,32,382,54,0,0:1;1:3;2:1;3:3;4:4;5:4;6:4;7:4;8:8,QuadTree:32,QuadTree:382,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1342,radius,radius,,,,,,,3017.313049,-762.135010,435.628999,3.212348,0,0.002500,33,262,50,0,0:1;1:3;2:5;3:3;4:5;5:3;6:5;7:4;8:4,QuadTree:33,QuadTree:262,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1343,radius,radius,,,,,,,2518.525940,-117.438965,440.947999,3.212348,0,0.003100,37,594,48,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:8,QuadTree:37,QuadTree:594,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1344,radius,radius,,,,,,,2711.055969,469.820068,505.338016,3.212348,0,0.002600,32,344,62,0,0:1;1:3;2:3;3:5;4:4;5:4;6:4;7:4;8:4,QuadTree:32,QuadTree:344,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1345,radius,radius,,,,,,,2605.997131,191.593018,510.086001,3.212348,0,0.003100,41,449,64,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:8;8:8,QuadTree:41,QuadTree:449,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1346,radius,radius,,,,,,,2550.492981,425.605957,465.433013,3.212348,0,0.003500,40,512,84,0,0:1;1:3;2:3;3:5;4:4;5:4;6:4;7:8;8:8,QuadTree:40,QuadTree:512,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1347,radius,radius,,,,,,,2641.050110,31.197021,487.497012,3.212348,0,0.004500,41,959,75,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:8;8:8,QuadTree:41,QuadTree:959,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1348,radius,radius,,,,,,,1413.002930,959.239990,443.830993,3.212348,0,0.002700,32,288,60,0,0:1;1:3;2:5;3:2;4:5;5:4;6:4;7:4;8:4,QuadTree:32,QuadTree:288,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1349,radius,radius,,,,,,,1453.182007,984.061035,444.510985,3.212348,0,0.002500,32,296,49,0,0:1;1:3;2:5;3:2;4:5;5:4;6:4;7:4;8:4,QuadTree:32,QuadTree:296,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1350,radius,radius,,,,,,,1726.802002,1306.447021,453.032988,3.212348,0,0.003000,37,603,48,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:8,QuadTree:37,QuadTree:603,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1351,radius,radius,,,,,,,2495.208069,1053.550049,512.536014,3.212348,0,0.003200,36,423,71,0,0:1;1:3;2:3;3:4;4:1;5:3;6:5;7:8;8:8,QuadTree:36,QuadTree:423,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1352,radius,radius,,,,,,,1842.390991,520.644043,475.573001,3.212348,0,0.002800,37,512,57,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:8,QuadTree:37,QuadTree:512,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1353,radius,radius,,,,,,,2973.646057,-471.200989,459.303008,3.212348,0,0.003500,33,671,62,0,0:1;1:3;2:5;3:3;4:5;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:671,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1354,radius,radius,,,,,,,2930.226135,-138.896973,534.515017,3.212348,0,0.003500,37,383,57,0,0:1;1:3;2:5;3:3;4:5;5:4;6:4;7:4;8:8,QuadTree:37,QuadTree:383,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1355,radius,radius,,,,,,,1118.459961,1422.094971,434.122987,3.212348,0,0.002300,33,145,58,0,0:1;1:3;2:5;3:4;4:4;5:3;6:5;7:4;8:4,QuadTree:33,QuadTree:145,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1356,radius,radius,,,,,,,2030.815979,502.864990,499.531009,3.212348,0,0.003000,41,409,71,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:8;8:8,QuadTree:41,QuadTree:409,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1357,radius,radius,,,,,,,1134.838989,1518.437012,434.687989,3.212348,0,0.002800,33,291,60,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:291,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1358,radius,radius,,,,,,,2831.119934,-46.450989,558.244998,3.212348,0,0.003400,41,490,84,0,0:1;1:3;2:5;3:3;4:5;5:4;6:4;7:8;8:8,QuadTree:41,QuadTree:490,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1359,radius,radius,,,,,,,1113.312988,1283.905029,433.894990,3.212348,0,0.002500,30,313,51,0,0:1;1:3;2:5;3:4;4:3;5:2;6:4;7:4;8:4,QuadTree:30,QuadTree:313,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1360,radius,radius,,,,,,,2681.994934,389.061035,486.103000,3.212348,0,0.002300,32,164,46,0,0:1;1:3;2:3;3:5;4:4;5:4;6:4;7:4;8:4,QuadTree:32,QuadTree:164,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1361,radius,radius,,,,,,,1987.609009,593.467041,482.106997,3.212348,0,0.003400,33,765,45,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:765,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1362,radius,radius,,,,,,,1952.094971,1058.058960,459.473998,3.212348,0,0.002500,33,275,41,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:275,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1363,radius,radius,,,,,,,1922.048950,551.499023,483.494998,3.212348,0,0.003800,37,674,67,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:8,QuadTree:37,QuadTree:674,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1364,radius,radius,,,,,,,1399.637939,1255.609863,441.964995,3.212348,0,0.003000,37,252,48,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:8,QuadTree:37,QuadTree:252,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1365,radius,radius,,,,,,,1292.043945,1229.978027,439.278993,3.212348,0,0.003600,45,568,60,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:16,QuadTree:45,QuadTree:568,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1366,radius,radius,,,,,,,2772.728088,243.166016,490.142001,3.212348,0,0.003400,33,461,68,0,0:1;1:3;2:5;3:3;4:5;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:461,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1367,radius,radius,,,,,,,1744.934937,1051.802979,449.756011,3.212348,0,0.004000,41,593,46,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:8;8:8,QuadTree:41,QuadTree:593,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1368,radius,radius,,,,,,,3063.534973,-340.598022,500.264010,3.212348,0,0.003000,37,485,77,0,0:1;1:3;2:5;3:3;4:5;5:4;6:4;7:4;8:8,QuadTree:37,QuadTree:485,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1369,radius,radius,,,,,,,1834.223999,1368.754883,457.537993,3.212348,0,0.002800,41,289,41,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:8;8:8,QuadTree:41,QuadTree:289,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1370,radius,radius,,,,,,,3001.351135,-540.735962,452.665008,3.212348,0,0.003400,45,457,45,0,0:1;1:3;2:5;3:3;4:5;5:4;6:4;7:4;8:16,QuadTree:45,QuadTree:457,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1371,radius,radius,,,,,,,2217.877991,382.760986,472.855987,3.212348,0,0.003900,64,573,51,0,0:1;1:3;2:7;3:9;4:8;5:8;6:8;7:8;8:12,QuadTree:64,QuadTree:573,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1372,radius,radius,,,,,,,2997.794983,-385.746979,480.756991,3.212348,0,0.002500,33,199,57,0,0:1;1:3;2:5;3:3;4:5;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:199,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1373,radius,radius,,,,,,,2601.927063,-352.745972,423.148987,3.212348,0,0.002800,32,553,49,0,0:1;1:3;2:5;3:2;4:5;5:4;6:4;7:4;8:4,QuadTree:32,QuadTree:553,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1374,radius,radius,,,,,,,1052.486938,1486.566895,432.816010,3.212348,0,0.003100,49,284,40,0,0:1;1:3;2:5;3:4;4:4;5:7;6:9;7:8;8:8,QuadTree:49,QuadTree:284,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1375,radius,radius,,,,,,,2520.834045,-247.244995,429.463014,3.212348,0,0.003300,36,291,57,0,0:1;1:3;2:5;3:2;4:5;5:4;6:4;7:4;8:8,QuadTree:36,QuadTree:291,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1376,radius,radius,,,,,,,2161.312073,1320.522949,512.625003,3.212348,0,0.002800,33,431,65,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:431,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1377,radius,radius,,,,,,,2951.947083,173.140991,529.219974,3.212348,0,0.002400,33,192,59,0,0:1;1:3;2:5;3:3;4:5;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:192,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1378,radius,radius,,,,,,,1796.343994,1563.730957,454.282988,3.212348,0,0.003500,45,295,65,0,0:1;1:3;2:5;3:4;4:4;5:4;6:8;7:8;8:8,QuadTree:45,QuadTree:295,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1379,radius,radius,,,,,,,1846.983032,702.170044,456.458007,3.212348,0,0.004600,61,583,47,0,0:1;1:3;2:5;3:4;4:8;5:8;6:8;7:8;8:16,QuadTree:61,QuadTree:583,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1380,radius,radius,,,,,,,2826.606018,-54.373962,548.437015,3.212348,0,0.002800,33,734,62,0,0:1;1:3;2:5;3:3;4:5;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:734,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1381,radius,radius,,,,,,,2538.040100,807.540039,507.233005,3.212348,0,0.004500,44,926,69,0,0:1;1:3;2:3;3:5;4:3;5:4;6:9;7:8;8:8,QuadTree:44,QuadTree:926,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1382,radius,radius,,,,,,,1537.066040,901.876953,448.002013,3.212348,0,0.002100,32,131,56,0,0:1;1:3;2:5;3:2;4:5;5:4;6:4;7:4;8:4,QuadTree:32,QuadTree:131,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1383,radius,radius,,,,,,,1635.704956,1095.812988,446.954009,3.212348,0,0.003500,45,578,57,0,0:1;1:3;2:5;3:4;4:4;5:4;6:8;7:8;8:8,QuadTree:45,QuadTree:578,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1384,radius,radius,,,,,,,1416.793945,1110.285034,442.596984,3.212348,0,0.002800,37,284,47,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:8,QuadTree:37,QuadTree:284,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1385,radius,radius,,,,,,,2769.940002,195.971069,503.613009,3.212348,0,0.003200,33,631,43,0,0:1;1:3;2:5;3:3;4:5;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:631,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1386,radius,radius,,,,,,,1381.380005,675.770020,464.088988,3.212348,0,0.003400,37,385,65,0,0:1;1:3;2:5;3:2;4:4;5:2;6:4;7:8;8:8,QuadTree:37,QuadTree:385,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1387,radius,radius,,,,,,,2292.882141,-53.989990,434.649995,3.212348,0,0.003400,37,472,50,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:8,QuadTree:37,QuadTree:472,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1388,radius,radius,,,,,,,2106.405090,557.302002,476.203006,3.212348,0,0.002900,37,363,64,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:8,QuadTree:37,QuadTree:363,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1389,radius,radius,,,,,,,2512.563049,885.308105,500.898990,3.212348,0,0.002300,32,287,42,0,0:1;1:3;2:3;3:5;4:3;5:4;6:5;7:4;8:4,QuadTree:32,QuadTree:287,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1390,radius,radius,,,,,,,2496.429993,-110.039978,439.528993,3.212348,0,0.001800,33,160,52,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:160,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1391,radius,radius,,,,,,,1472.108032,1032.572021,444.416991,3.212348,0,0.002800,37,299,57,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:8,QuadTree:37,QuadTree:299,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1392,radius,radius,,,,,,,1031.215942,1500.273926,432.507997,3.212348,0,0.002800,37,305,57,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:8,QuadTree:37,QuadTree:305,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1393,radius,radius,,,,,,,2272.322083,652.973022,480.718997,3.212348,0,0.002900,32,436,58,0,0:1;1:3;2:3;3:5;4:4;5:4;6:4;7:4;8:4,QuadTree:32,QuadTree:436,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1394,radius,radius,,,,,,,2494.510071,728.390991,502.342990,3.212348,0,0.002700,32,427,76,0,0:1;1:3;2:3;3:5;4:3;5:4;6:5;7:4;8:4,QuadTree:32,QuadTree:427,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1395,radius,radius,,,,,,,2675.388977,394.588013,480.561007,3.212348,0,0.002600,32,729,45,0,0:1;1:3;2:3;3:5;4:4;5:4;6:4;7:4;8:4,QuadTree:32,QuadTree:729,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1396,radius,radius,,,,,,,2136.288147,967.796021,469.925994,3.212348,0,0.002900,33,589,45,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:589,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1397,radius,radius,,,,,,,1682.390015,313.573975,447.140014,3.212348,0,0.003300,36,451,61,0,0:1;1:3;2:1;3:3;4:4;5:4;6:4;7:8;8:8,QuadTree:36,QuadTree:451,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1398,radius,radius,,,,,,,2273.616028,368.651978,463.374999,3.212348,0,0.003200,37,519,50,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:8,QuadTree:37,QuadTree:519,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1399,radius,radius,,,,,,,2559.060120,824.726074,511.328006,3.212348,0,0.003100,36,753,47,0,0:1;1:3;2:3;3:5;4:3;5:4;6:5;7:4;8:8,QuadTree:36,QuadTree:753,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1400,radius,radius,,,,,,,2026.742004,682.808105,459.174010,3.212348,0,0.003200,37,579,36,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:8,QuadTree:37,QuadTree:579,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1401,radius,radius,,,,,,,1628.714966,511.760010,449.675994,3.212348,0,0.003100,37,448,56,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:8,QuadTree:37,QuadTree:448,,cpu,1337
5M,D:\Datasets\Point Clouds\SanAndreas\5M.las,quadtree_default,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\sanandreas_5m_ga\5M_pipeline_replay_best_schema.json,pipeline_replay,final,1402,radius,radius,,,,,,,1924.233032,404.050049,471.571013,3.212348,0,0.004000,45,753,65,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:16,QuadTree:45,QuadTree:753,,cpu,1337
