dataset_name,dataset_source,num_points,workload_name,range_weight,radius_weight,knn_weight,num_queries,knn_k,query_seed,range_scale_min,range_scale_max,radius_scale_min,radius_scale_max,feature_sample_size,bbox_x,bbox_y,bbox_z,aspect_xy,aspect_xz,aspect_yz,density_bbox,height_mean,height_std,height_range,cov_eig_0,cov_eig_1,cov_eig_2,linearity,planarity,scattering,occupancy_ratio_8,occupancy_entropy_8,density_cv_8,verticality_score,flatness_score,w_range,w_radius,w_knn,query_scale_mean,query_scale_std,build_weight,memory_weight,schema_name,schema_path,build_time_ms,num_nodes,num_leaves,max_depth,avg_leaf_occupancy,max_leaf_occupancy,leaf_occupancy_p50,leaf_occupancy_p90,leaf_occupancy_p99,avg_depth,avg_fanout,max_fanout,empty_child_ratio,single_child_nodes,mean_tight_bounds_volume_ratio,micro_indexed_leaves,micro_indexed_points,node_fanout_summary,memory_estimate_bytes,total_queries,avg_latency_ms,median_latency_ms,p95_latency_ms,throughput_qps,avg_visited_nodes,avg_tested_points,avg_returned_points,range_queries,radius_queries,knn_queries,query_strata_summary,score,score_memory_mb,score_imbalance_penalty,lambda_latency,lambda_build,lambda_memory,lambda_imbalance,backend,gpu_support_status,knn_backend,cuda_device,cuda_builder,gpu_upload_ms,gpu_build_ms,gpu_query_ms,gpu_memory_bytes,count_range_queries,conditional_levels,condition_fields,condition_summary,is_baseline,active_structure_types,nested_active_fraction,active_structure_summary,best_baseline_schema,best_baseline_score,relative_speedup_vs_baseline,confirm_seeds_used,latency_mean_ms,latency_ci_low_ms,latency_ci_high_ms,p95_latency_mean_ms,p95_latency_ci_low_ms,p95_latency_ci_high_ms,gpu_build_mean_ms,gpu_build_ci_low_ms,gpu_build_ci_high_ms,score_objective,score_mode,score_stage,score_is_final_latency,effective_queries,score_uses_visit_proxy,visit_proxy_alpha,measurement_repeats,latency_stddev_ms,latency_cv,latency_repeat_ci_low_ms,latency_repeat_ci_high_ms,ranking_confident,estimated_query_cost
Alhambra_100M,D:\Datasets\Point Clouds\Alhambra\Alhambra_100M.las,99999776,pipeline_replay,0.000000,0.600000,0.400000,3000,16,1337,0.010000,0.050000,0.010000,0.040000,8192,38.825001,4.429000,19.280001,8.766088,2.013745,0.229720,30163.021152,8.453462,4.919895,19.280001,91.739281,12.777218,0.263987,0.860722,0.136400,0.002878,0.330078,4.717531,0.916825,0.495158,0.285315,0.000000,0.600000,0.400000,0.015055,0.013865,0.000000,0.000000,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,68132.599800,233969,189677,12,527.210869,4732,470.000000,966.000000,1623.000000,11.703418,5.282399,8,0.338771,0,0.370477,0,0,2:1705;3:1903;4:17079;5:4225;6:7034;7:5564;8:6782,1633687952,3000,0.012922,0.011300,0.023900,77387.800587,61.062667,3616.670667,808.772000,0,2000,1000,knn|q=1000|avg_ms=0.0084768|p95_ms=0.0119|visited=44.323|tested=1075.74;radius|q=2000|avg_ms=0.0151445|p95_ms=0.0258|visited=69.4325|tested=4887.14,0.012922,1558.006241,8.975536,1.000000,0.000000,0.000000,0.000000,cpu,full,cpu_tree_knn,-1,,0.000000,0.000000,0.000000,0,0,0,0,,0,2,1.000000,bvh:nodes=83|points=0;ot:nodes=233886|points=99999776,,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,latency,latency,final,1,3000,0,0.100000,1,0.000000,0.000000,0.012922,0.012922,1,388.991086
