dataset_name,workload_name,query_strata_summary,pareto_rank,is_knee,schema_name,schema_path,score,avg_latency_ms,build_time_ms,memory_mb,memory_estimate_bytes,imbalance_penalty,leaf_occupancy_p90,empty_child_ratio,mean_tight_bounds_volume_ratio,micro_indexed_leaves,micro_indexed_points,p95_latency_ms,throughput_qps,backend,gpu_support_status,knn_backend,cuda_builder,is_baseline,conditional_levels,condition_fields,active_structure_types,nested_active_fraction,confirm_seeds_used,latency_mean_ms,latency_ci_low_ms,latency_ci_high_ms,p95_latency_mean_ms,p95_latency_ci_low_ms,p95_latency_ci_high_ms,gpu_build_mean_ms,gpu_build_ci_low_ms,gpu_build_ci_high_ms,lambda_latency,lambda_build,lambda_memory,lambda_imbalance,score_objective,score_mode,score_stage,score_is_final_latency,effective_queries,score_uses_visit_proxy,visit_proxy_alpha,measurement_repeats,latency_stddev_ms,latency_cv,latency_repeat_ci_low_ms,latency_repeat_ci_high_ms,ranking_confident,estimated_query_cost
Alhambra_100M,pipeline_replay,knn|q=1000|avg_ms=0.0084768|p95_ms=0.0119|visited=44.323|tested=1075.74;radius|q=2000|avg_ms=0.0151445|p95_ms=0.0258|visited=69.4325|tested=4887.14,0,1,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,0.012922,0.012922,68132.599800,1558.006241,1633687952,8.975536,966.000000,0.338771,0.370477,0,0,0.023900,77387.800587,cpu,full,cpu_tree_knn,,0,0,0,2,1.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,latency,latency,final,1,3000,0,0.100000,1,0.000000,0.000000,0.012922,0.012922,1,388.991086
