dataset_name,dataset_source,schema_name,schema_path,workload_name,score_stage,query_id,query_type,query_stratum,bounds_min_x,bounds_min_y,bounds_min_z,bounds_max_x,bounds_max_y,bounds_max_z,center_x,center_y,center_z,radius,k,latency_ms,visited_nodes,tested_points,returned_points,fully_contained_nodes,visited_by_depth,visited_by_structure,tested_points_by_structure,fully_contained_by_structure,backend,query_seed
5M_binary,results/traces/sanandreas_5m/5M_binary.ply,quadtree_default,C:\Github\MultiDataStructure\configs\schemas\quadtree.json,pipeline_replay,final,573,knn,knn,,,,,,,2498.854980,670.840027,491.571014,0.000000,16,0.008400,35,777,16,0,0:1;1:3;2:3;3:5;4:4;5:4;6:4;7:5;8:6,QuadTree:35,QuadTree:777,,cpu,1337
5M_binary,results/traces/sanandreas_5m/5M_binary.ply,quadtree_default,C:\Github\MultiDataStructure\configs\schemas\quadtree.json,pipeline_replay,final,574,knn,knn,,,,,,,1988.502930,998.453003,461.976990,0.000000,16,0.005800,33,298,16,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:298,,cpu,1337
5M_binary,results/traces/sanandreas_5m/5M_binary.ply,quadtree_default,C:\Github\MultiDataStructure\configs\schemas\quadtree.json,pipeline_replay,final,575,knn,knn,,,,,,,2268.043945,1370.709961,484.864990,0.000000,16,0.005300,30,291,16,0,0:1;1:3;2:3;3:4;4:3;5:4;6:4;7:4;8:4,QuadTree:30,QuadTree:291,,cpu,1337
5M_binary,results/traces/sanandreas_5m/5M_binary.ply,quadtree_default,C:\Github\MultiDataStructure\configs\schemas\quadtree.json,pipeline_replay,final,576,knn,knn,,,,,,,2122.017090,33.185017,435.300995,0.000000,16,0.004600,26,151,16,0,0:1;1:3;2:1;3:3;4:1;5:3;6:5;7:5;8:4,QuadTree:26,QuadTree:151,,cpu,1337
5M_binary,results/traces/sanandreas_5m/5M_binary.ply,quadtree_default,C:\Github\MultiDataStructure\configs\schemas\quadtree.json,pipeline_replay,final,577,knn,knn,,,,,,,2258.112061,609.493042,463.404999,0.000000,16,0.005300,33,366,16,0,0:1;1:3;2:3;3:5;4:4;5:4;6:4;7:4;8:5,QuadTree:33,QuadTree:366,,cpu,1337
5M_binary,results/traces/sanandreas_5m/5M_binary.ply,quadtree_default,C:\Github\MultiDataStructure\configs\schemas\quadtree.json,pipeline_replay,final,578,knn,knn,,,,,,,2986.851074,-503.348999,456.411011,0.000000,16,0.005000,33,146,16,0,0:1;1:3;2:5;3:3;4:5;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:146,,cpu,1337
5M_binary,results/traces/sanandreas_5m/5M_binary.ply,quadtree_default,C:\Github\MultiDataStructure\configs\schemas\quadtree.json,pipeline_replay,final,579,knn,knn,,,,,,,1547.679932,584.692993,449.300995,0.000000,16,0.004800,31,143,16,0,0:1;1:3;2:5;3:2;4:4;5:4;6:4;7:4;8:4,QuadTree:31,QuadTree:143,,cpu,1337
5M_binary,results/traces/sanandreas_5m/5M_binary.ply,quadtree_default,C:\Github\MultiDataStructure\configs\schemas\quadtree.json,pipeline_replay,final,580,knn,knn,,,,,,,2534.600098,-35.707985,450.410004,0.000000,16,0.004900,33,325,16,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:325,,cpu,1337
5M_binary,results/traces/sanandreas_5m/5M_binary.ply,quadtree_default,C:\Github\MultiDataStructure\configs\schemas\quadtree.json,pipeline_replay,final,581,knn,knn,,,,,,,2854.824951,-390.183990,448.535004,0.000000,16,0.005500,33,296,16,0,0:1;1:3;2:5;3:3;4:5;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:296,,cpu,1337
5M_binary,results/traces/sanandreas_5m/5M_binary.ply,quadtree_default,C:\Github\MultiDataStructure\configs\schemas\quadtree.json,pipeline_replay,final,582,knn,knn,,,,,,,1937.803955,1559.718994,477.489014,0.000000,16,0.004600,33,202,16,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:202,,cpu,1337
5M_binary,results/traces/sanandreas_5m/5M_binary.ply,quadtree_default,C:\Github\MultiDataStructure\configs\schemas\quadtree.json,pipeline_replay,final,583,knn,knn,,,,,,,2501.708984,162.576019,490.657990,0.000000,16,0.005600,35,412,16,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:5;8:5,QuadTree:35,QuadTree:412,,cpu,1337
5M_binary,results/traces/sanandreas_5m/5M_binary.ply,quadtree_default,C:\Github\MultiDataStructure\configs\schemas\quadtree.json,pipeline_replay,final,584,knn,knn,,,,,,,2997.421875,-156.617981,561.190979,0.000000,16,0.004400,33,178,16,0,0:1;1:3;2:5;3:3;4:5;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:178,,cpu,1337
5M_binary,results/traces/sanandreas_5m/5M_binary.ply,quadtree_default,C:\Github\MultiDataStructure\configs\schemas\quadtree.json,pipeline_replay,final,585,knn,knn,,,,,,,2497.845947,722.223999,503.161011,0.000000,16,0.004800,32,213,16,0,0:1;1:3;2:3;3:5;4:3;5:4;6:5;7:4;8:4,QuadTree:32,QuadTree:213,,cpu,1337
5M_binary,results/traces/sanandreas_5m/5M_binary.ply,quadtree_default,C:\Github\MultiDataStructure\configs\schemas\quadtree.json,pipeline_replay,final,586,knn,knn,,,,,,,2253.875000,-22.005983,435.748993,0.000000,16,0.004600,33,142,16,0,0:1;1:3;2:5;3:4;4:4;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:142,,cpu,1337
5M_binary,results/traces/sanandreas_5m/5M_binary.ply,quadtree_default,C:\Github\MultiDataStructure\configs\schemas\quadtree.json,pipeline_replay,final,587,knn,knn,,,,,,,1911.702026,236.929016,441.856995,0.000000,16,0.005000,28,302,16,0,0:1;1:3;2:1;3:3;4:4;5:4;6:4;7:4;8:4,QuadTree:28,QuadTree:302,,cpu,1337
5M_binary,results/traces/sanandreas_5m/5M_binary.ply,quadtree_default,C:\Github\MultiDataStructure\configs\schemas\quadtree.json,pipeline_replay,final,588,knn,knn,,,,,,,3105.528076,-365.505981,521.723022,0.000000,16,0.005500,33,445,16,0,0:1;1:3;2:5;3:3;4:5;5:4;6:4;7:4;8:4,QuadTree:33,QuadTree:445,,cpu,1337
