dataset_name,dataset_source,schema_name,schema_path,workload_name,score_stage,query_id,query_type,query_stratum,bounds_min_x,bounds_min_y,bounds_min_z,bounds_max_x,bounds_max_y,bounds_max_z,center_x,center_y,center_z,radius,k,latency_ms,visited_nodes,tested_points,returned_points,fully_contained_nodes,visited_by_depth,visited_by_structure,tested_points_by_structure,fully_contained_by_structure,backend,query_seed
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,0,knn,knn,,,,,,,-13.735172,-2.372233,0.839000,0.000000,16,0.015500,36,1630,16,0,0:1;1:2;2:1;3:1;4:2;5:2;7:2;8:3;9:1;10:6;11:8;12:7,BVH:9;Octree:27,Octree:1630,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,1,knn,knn,,,,,,,-13.498172,-1.820233,0.552000,0.000000,16,0.009800,43,1782,16,0,0:1;1:2;2:1;3:1;4:2;5:2;7:2;8:3;9:6;10:8;11:7;12:8,BVH:9;Octree:34,Octree:1782,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,2,knn,knn,,,,,,,-13.350172,-1.663233,0.854000,0.000000,16,0.009200,36,2185,16,0,0:1;1:2;2:1;3:1;4:2;5:2;7:2;8:3;9:1;10:6;11:8;12:7,BVH:9;Octree:27,Octree:2185,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,3,knn,knn,,,,,,,11.360828,-1.885233,-2.914000,0.000000,16,0.011500,49,1543,16,0,0:1;1:2;2:2;3:2;4:2;5:2;6:2;7:1;8:7;9:9;10:4;11:8;12:7,BVH:13;Octree:36,Octree:1543,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,4,knn,knn,,,,,,,3.656828,-1.791233,-4.744000,0.000000,16,0.011300,46,842,16,0,0:1;1:2;2:1;3:3;4:2;5:2;6:2;7:2;8:7;9:8;10:4;11:8;12:4,BVH:13;Octree:33,Octree:842,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,5,knn,knn,,,,,,,-8.978172,-1.486233,1.616000,0.000000,16,0.010900,45,896,16,0,0:1;1:2;2:1;3:1;4:2;5:2;6:2;7:2;8:6;9:6;10:5;11:8;12:7,BVH:11;Octree:34,Octree:896,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,6,knn,knn,,,,,,,-8.053172,-1.553233,1.398000,0.000000,16,0.009000,41,462,16,0,0:1;1:2;2:1;3:1;4:2;5:2;6:2;7:2;8:6;9:7;10:5;11:4;12:6,BVH:11;Octree:30,Octree:462,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,7,knn,knn,,,,,,,-2.096172,-1.407233,4.177000,0.000000,16,0.009400,40,1366,16,0,0:1;1:2;2:1;3:3;4:2;5:2;6:2;7:2;8:8;9:5;10:4;11:4;12:4,BVH:13;Octree:27,Octree:1366,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,8,knn,knn,,,,,,,-11.640172,-1.447233,-2.331000,0.000000,16,0.007100,35,457,16,0,0:1;1:2;2:1;3:1;4:2;5:2;6:1;7:3;8:6;9:8;10:2;11:2;12:4,BVH:10;Octree:25,Octree:457,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,9,knn,knn,,,,,,,2.768828,-1.707233,-4.631000,0.000000,16,0.009700,43,1211,16,0,0:1;1:2;2:1;3:3;4:2;5:2;6:2;7:2;8:7;9:8;10:4;11:8;12:1,BVH:13;Octree:30,Octree:1211,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,10,knn,knn,,,,,,,-3.017172,-1.484233,4.161000,0.000000,16,0.013200,52,1888,16,0,0:1;1:2;2:1;3:3;4:2;5:2;6:2;7:2;8:8;9:7;10:7;11:7;12:8,BVH:13;Octree:39,Octree:1888,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,11,knn,knn,,,,,,,3.179828,-1.439233,-3.951000,0.000000,16,0.010100,40,803,16,0,0:1;1:2;2:1;3:3;4:2;5:2;6:2;7:2;8:7;9:6;10:4;11:4;12:4,BVH:13;Octree:27,Octree:803,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,12,knn,knn,,,,,,,2.801828,-1.446233,-4.120000,0.000000,16,0.005600,36,411,16,0,0:1;1:2;2:1;3:3;4:2;5:2;6:2;7:2;8:7;9:6;10:2;11:2;12:4,BVH:13;Octree:23,Octree:411,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,13,knn,knn,,,,,,,2.113828,-1.633233,-4.529000,0.000000,16,0.007800,48,740,16,0,0:1;1:2;2:1;3:3;4:2;5:2;6:2;7:2;8:7;9:8;10:4;11:8;12:6,BVH:13;Octree:35,Octree:740,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,14,knn,knn,,,,,,,-9.491172,-1.580233,1.321000,0.000000,16,0.009300,42,1447,16,0,0:1;1:2;2:1;3:1;4:2;5:2;6:2;7:2;8:6;9:6;10:5;11:6;12:6,BVH:11;Octree:31,Octree:1447,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,15,knn,knn,,,,,,,7.855828,-1.689233,-3.248000,0.000000,16,0.007500,43,427,16,0,0:1;1:2;2:2;3:2;4:2;5:2;6:2;7:2;8:4;9:8;10:5;11:7;12:4,BVH:13;Octree:30,Octree:427,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,16,knn,knn,,,,,,,8.286828,-1.822233,-3.566000,0.000000,16,0.012700,51,4747,16,0,0:1;1:2;2:2;3:2;4:2;5:2;6:2;7:2;8:4;9:8;10:6;11:8;12:10,BVH:13;Octree:38,Octree:4747,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,17,knn,knn,,,,,,,-4.058172,-1.853233,3.810000,0.000000,16,0.007900,52,476,16,0,0:1;1:2;2:1;3:3;4:2;5:2;6:2;7:2;8:7;9:8;10:6;11:8;12:8,BVH:13;Octree:39,Octree:476,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,18,knn,knn,,,,,,,4.209828,-1.743233,-4.010000,0.000000,16,0.008400,41,712,16,0,0:1;1:2;2:2;3:2;4:2;5:2;6:2;7:2;8:5;9:6;10:4;11:8;12:3,BVH:13;Octree:28,Octree:712,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,19,knn,knn,,,,,,,0.927828,-1.431233,5.286000,0.000000,16,0.007500,40,1491,16,0,0:1;1:2;2:1;3:3;5:2;6:2;7:2;8:6;9:8;10:5;11:4;12:4,BVH:11;Octree:29,Octree:1491,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,20,knn,knn,,,,,,,12.740828,-1.535233,-1.353000,0.000000,16,0.008000,44,637,16,0,0:1;1:2;2:2;3:2;4:2;5:2;6:2;7:1;8:7;9:9;10:4;11:4;12:6,BVH:13;Octree:31,Octree:637,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,21,knn,knn,,,,,,,-9.838172,-1.394233,0.993000,0.000000,16,0.008100,42,2284,16,0,0:1;1:2;2:1;3:1;4:2;5:2;6:2;7:2;8:6;9:7;10:6;11:2;12:8,BVH:11;Octree:31,Octree:2284,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,22,knn,knn,,,,,,,-9.638172,-1.525233,-3.372000,0.000000,16,0.008800,36,680,16,0,0:1;1:2;2:1;3:1;4:2;5:2;6:2;7:2;8:2;9:5;10:4;11:5;12:7,BVH:11;Octree:25,Octree:680,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,23,knn,knn,,,,,,,11.949828,-1.434233,-0.735000,0.000000,16,0.006700,42,594,16,0,0:1;1:2;2:2;3:2;4:2;5:2;6:2;7:1;8:7;9:9;10:4;11:4;12:4,BVH:13;Octree:29,Octree:594,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,24,knn,knn,,,,,,,-0.212172,-1.380233,4.679000,0.000000,16,0.008900,42,1115,16,0,0:1;1:2;2:1;3:3;5:2;6:2;7:2;8:6;9:9;10:4;11:5;12:5,BVH:11;Octree:31,Octree:1115,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,25,knn,knn,,,,,,,-10.644172,-1.435233,-2.907000,0.000000,16,0.010100,40,2368,16,0,0:1;1:2;2:1;3:1;4:2;5:2;6:2;7:2;8:8;9:6;10:2;11:4;12:7,BVH:11;Octree:29,Octree:2368,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,26,knn,knn,,,,,,,-12.482172,-1.623233,0.105000,0.000000,16,0.010100,44,1582,16,0,0:1;1:2;2:1;3:1;4:2;5:2;7:2;8:4;9:8;10:7;11:8;12:6,BVH:9;Octree:35,Octree:1582,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,27,knn,knn,,,,,,,0.185828,-1.488233,6.205000,0.000000,16,0.008300,41,2104,16,0,0:1;1:2;2:1;3:3;5:2;6:2;7:2;8:6;9:9;10:4;11:4;12:5,BVH:11;Octree:30,Octree:2104,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,28,knn,knn,,,,,,,0.483828,-1.532233,6.833000,0.000000,16,0.011900,44,1216,16,0,0:1;1:2;2:1;3:3;5:2;6:2;7:2;8:3;9:6;10:7;11:8;12:7,BVH:11;Octree:33,Octree:1216,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,29,knn,knn,,,,,,,10.516828,-1.892233,-3.221000,0.000000,16,0.006800,37,916,16,0,0:1;1:2;2:2;3:2;4:2;5:2;6:2;7:2;8:2;9:2;10:8;11:4;12:6,BVH:13;Octree:24,Octree:916,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,30,knn,knn,,,,,,,10.367828,-1.882233,-3.249000,0.000000,16,0.008000,42,828,16,0,0:1;1:2;2:2;3:2;4:2;5:2;6:2;7:2;8:2;9:2;10:7;11:8;12:8,BVH:13;Octree:29,Octree:828,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,31,knn,knn,,,,,,,-4.436172,-1.404233,3.625000,0.000000,16,0.007700,48,1376,16,0,0:1;1:2;2:1;3:3;4:2;5:2;6:2;7:2;8:7;9:8;10:5;11:7;12:6,BVH:13;Octree:35,Octree:1376,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,32,knn,knn,,,,,,,-4.530172,-1.478233,4.030000,0.000000,16,0.008000,51,2425,16,0,0:1;1:2;2:1;3:3;4:2;5:2;6:2;7:2;8:7;9:8;10:6;11:8;12:7,BVH:13;Octree:38,Octree:2425,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,33,knn,knn,,,,,,,-7.022172,-1.361233,2.003000,0.000000,16,0.007300,42,515,16,0,0:1;1:2;2:1;3:1;4:2;5:2;6:2;7:2;8:2;9:8;10:5;11:8;12:6,BVH:11;Octree:31,Octree:515,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,34,knn,knn,,,,,,,8.797828,-1.465233,-2.853000,0.000000,16,0.009600,41,1023,16,0,0:1;1:2;2:2;3:2;4:2;5:2;6:2;7:2;8:8;9:6;10:2;11:4;12:6,BVH:13;Octree:28,Octree:1023,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,35,knn,knn,,,,,,,-12.942172,-1.374233,0.012000,0.000000,16,0.008100,40,2347,16,0,0:1;1:2;2:1;3:1;4:2;5:2;7:2;8:4;9:8;10:4;11:6;12:7,BVH:9;Octree:31,Octree:2347,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,36,knn,knn,,,,,,,-2.720172,-1.488233,-4.538000,0.000000,16,0.008900,39,2579,16,0,0:1;1:2;2:1;3:3;4:2;5:2;6:2;7:2;8:4;9:4;10:4;11:6;12:6,BVH:13;Octree:26,Octree:2579,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,37,knn,knn,,,,,,,3.415828,-1.748233,-4.567000,0.000000,16,0.005700,43,871,16,0,0:1;1:2;2:1;3:3;4:2;5:2;6:2;7:2;8:7;9:8;10:4;11:5;12:4,BVH:13;Octree:30,Octree:871,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,38,knn,knn,,,,,,,13.099828,-1.376233,-1.155000,0.000000,16,0.007700,52,831,16,0,0:1;1:2;2:2;3:2;4:2;5:2;6:2;7:1;8:7;9:9;10:8;11:8;12:6,BVH:13;Octree:39,Octree:831,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,39,knn,knn,,,,,,,4.593828,-1.707233,-4.190000,0.000000,16,0.014300,44,2289,16,0,0:1;1:2;2:2;3:2;4:2;5:2;6:2;7:2;8:5;9:6;10:6;11:5;12:7,BVH:13;Octree:31,Octree:2289,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,40,knn,knn,,,,,,,-15.567172,-1.757233,-1.551000,0.000000,16,0.006400,44,1137,16,0,0:1;1:2;2:1;3:1;4:2;5:2;6:1;7:1;8:4;9:8;10:5;11:8;12:8,BVH:10;Octree:34,Octree:1137,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,41,knn,knn,,,,,,,-15.568172,-1.709233,-1.018000,0.000000,16,0.008400,40,1374,16,0,0:1;1:2;2:1;3:1;4:2;5:2;6:1;7:1;8:4;9:8;10:4;11:7;12:6,BVH:10;Octree:30,Octree:1374,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,42,knn,knn,,,,,,,0.459828,-1.432233,-4.775000,0.000000,16,0.011500,42,1256,16,0,0:1;1:2;2:1;3:3;4:2;5:2;6:2;7:2;8:7;9:8;10:2;11:4;12:6,BVH:13;Octree:29,Octree:1256,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,43,knn,knn,,,,,,,14.459828,-1.358233,0.675000,0.000000,16,0.009200,42,914,16,0,0:1;1:2;2:2;3:1;4:1;5:1;6:1;7:4;8:6;9:5;10:7;11:5;12:6,BVH:9;Octree:33,Octree:914,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,44,knn,knn,,,,,,,-7.173172,-1.598233,2.045000,0.000000,16,0.006700,40,1039,16,0,0:1;1:2;2:1;3:1;4:2;5:2;6:2;7:2;8:2;9:8;10:5;11:7;12:5,BVH:11;Octree:29,Octree:1039,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,45,knn,knn,,,,,,,0.584828,-1.719233,-5.042000,0.000000,16,0.011600,49,1784,16,0,0:1;1:2;2:1;3:3;4:2;5:2;6:2;7:2;8:7;9:8;10:4;11:8;12:7,BVH:13;Octree:36,Octree:1784,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,46,knn,knn,,,,,,,0.591828,-1.865233,-5.130000,0.000000,16,0.009700,42,1499,16,0,0:1;1:2;2:1;3:3;4:2;5:2;6:2;7:2;8:7;9:8;10:4;11:3;12:5,BVH:13;Octree:29,Octree:1499,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,47,knn,knn,,,,,,,9.242828,-1.511233,-3.135000,0.000000,16,0.007400,47,958,16,0,0:1;1:2;2:2;3:2;4:2;5:2;6:2;7:2;8:2;9:8;10:6;11:7;12:9,BVH:13;Octree:34,Octree:958,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,48,knn,knn,,,,,,,9.281828,-1.508233,-3.339000,0.000000,16,0.007200,47,341,16,0,0:1;1:2;2:2;3:2;4:2;5:2;6:2;7:2;8:2;9:8;10:6;11:8;12:8,BVH:13;Octree:34,Octree:341,,cpu,1337
Alhambra_100M_binary,D:/Datasets/Point Clouds/Alhambra/Alhambra_100M_binary.ply,generated_bvh7l128_ot5l1024,C:\Github\MultiDataStructure\results\eval_traces\v2\best_schemas\alhambra_100m_ga\Alhambra_100M_pipeline_replay_best_schema.json,pipeline_replay,final,49,knn,knn,,,,,,,-0.602172,-1.562233,6.462000,0.000000,16,0.005900,42,377,16,0,0:1;1:2;2:1;3:3;5:2;6:2;7:2;8:6;9:9;10:4;11:6;12:4,BVH:11;Octree:31,Octree:377,,cpu,1337
